001300,大成睿景灵活配置混合A,2019-03-26,0.6890,0.6971,1.17,2019-03-27 15:00
001338,安信稳健增值混合C,2019-03-26,1.2665,1.2676,0.09,2019-03-27 15:00
001315,易方达新益混合E,2019-03-26,1.9840,1.9857,0.09,2019-03-27 15:00
001286,易方达新鑫混合E,2019-03-26,1.0700,1.0709,0.09,2019-03-27 15:00
001289,银华汇利灵活配置混合A,2019-03-26,1.4410,1.4422,0.09,2019-03-27 15:00
001349,富国改革动力混合,2019-03-26,0.5010,0.5062,1.04,2019-03-27 15:00
001326,鹏华弘和混合C,2019-03-26,1.1288,1.1298,0.09,2019-03-27 15:00
001301,大成睿景灵活配置混合C,2019-03-26,0.6670,0.6723,0.79,2019-03-27 15:00
001277,博时国企改革股票,2019-03-26,0.7630,0.7742,1.47,2019-03-27 15:00
001369,兴业稳固收益两年理财债券,2019-03-22,1.0140,1.0140,0.00,2019-03-27 15:00
001351,诺安中证500指数增强,2019-03-26,0.7329,0.7397,0.93,2019-03-27 15:00
001302,前海开源金银珠宝混合A,2019-03-26,0.9090,0.9012,-0.86,2019-03-27 15:00
001329,鹏华弘实混合A,2019-03-26,1.0902,1.0911,0.09,2019-03-27 15:00
001348,大摩新机遇混合,2019-03-26,0.9970,1.0064,0.94,2019-03-27 15:00
001335,南方利众A,2019-03-26,1.1500,1.1510,0.09,2019-03-27 15:00
001380,鹏华弘盛混合C,2019-03-26,1.7011,1.7040,0.17,2019-03-27 15:00
001337,鹏华弘益混合C,2019-03-26,1.1161,1.1171,0.09,2019-03-27 15:00
001357,泓德泓富混合A,2019-03-26,1.1464,1.1614,1.31,2019-03-27 15:00
001379,景顺长城领先回报混合C,2019-03-26,1.3720,1.3794,0.54,2019-03-27 15:00
001381,鹏华弘泽混合C,2019-03-26,1.1052,1.1061,0.09,2019-03-27 15:00
001405,东方红策略精选混合A,2019-03-26,1.0840,1.0849,0.09,2019-03-27 15:00
001364,大成景润灵活配置混合,2019-03-26,0.7940,0.7960,0.25,2019-03-27 15:00
001423,景顺长城安享回报混合C,2019-03-26,1.0840,1.0849,0.09,2019-03-27 15:00
001388,中融新经济混合C,2019-03-26,1.0170,1.0303,1.30,2019-03-27 15:00
001390,中融鑫视野混合C,2019-02-22,0.7983,0.7915,-0.85,2019-03-08 15:00
001403,招商国企改革主题混合基金,2019-03-26,0.8100,0.8166,0.82,2019-03-27 15:00
001443,易方达瑞选灵活配置混合I,2019-03-26,1.1350,1.1365,0.13,2019-03-27 15:00
001397,建信精工制造指数增强,2019-03-26,1.0249,1.0298,0.48,2019-03-27 15:00
001455,景顺长城中证500ETF联接,2019-03-26,0.7370,0.7439,0.93,2019-03-27 15:00
001414,中融鑫起点混合C,2019-03-26,0.8659,0.8666,0.09,2019-03-27 15:00
001418,泰达宏利创益混合A,2019-03-26,1.2730,1.2740,0.08,2019-03-27 15:00
001370,中银新趋势混合,2019-03-26,1.1360,1.1370,0.09,2019-03-27 15:00
001438,易方达瑞享混合E,2019-03-26,0.9690,0.9764,0.77,2019-03-27 15:00
001453,鹏华弘鑫混合A,2019-03-26,0.9748,0.9756,0.09,2019-03-27 15:00
001463,光大一带一路混合,2019-03-26,0.7450,0.7434,-0.22,2019-03-27 15:00
001466,华富永鑫灵活配置混合A,2019-03-26,1.0340,1.0357,0.16,2019-03-27 15:00
001441,易方达瑞信混合I,2019-03-26,0.9790,0.9842,0.53,2019-03-27 15:00
001467,华富永鑫灵活配置混合C,2019-03-26,1.0116,1.0133,0.16,2019-03-27 15:00
001457,华商新常态混合,2019-03-26,0.7010,0.7061,0.73,2019-03-27 15:00
001464,光大鼎鑫混合A,2019-03-26,1.0080,1.0105,0.25,2019-03-27 15:00
001469,广发中证全指金融地产联接A,2019-03-26,1.0396,1.0494,0.95,2019-03-27 15:00
